Year,geoid,type,name,centroid_lng,centroid_lat,bbox_arr
2020,3659993,place,"Pultneyville, NY",-77.1723628,43.2737242,"{-77.200956,43.262729,-77.15673,43.286351}"
2020,3659993,place,"Pultneyville, NY",-77.1723628,43.2737242,"{-77.200956,43.262729,-77.15673,43.286351}"
2020,3660103,place,"Putnam Lake, NY",-73.5504868,41.4742649,"{-73.578348,41.449179,-73.532606,41.498729}"
2020,3660103,place,"Putnam Lake, NY",-73.5504868,41.4742649,"{-73.578348,41.449179,-73.532606,41.498729}"
2020,3660408,place,"Quiogue, NY",-72.6281501,40.8196959,"{-72.640752,40.80114,-72.615414,40.833468}"
2020,3660408,place,"Quiogue, NY",-72.6281501,40.8196959,"{-72.640752,40.80114,-72.615414,40.833468}"
2020,3660422,place,"Quogue, NY",-72.5989033,40.821406,"{-72.622886,40.802132,-72.566271,40.843172}"
2020,3660422,place,"Quogue, NY",-72.5989033,40.821406,"{-72.622886,40.802132,-72.566271,40.843172}"
2020,3660455,place,"Radisson, NY",-76.2991746,43.1824558,"{-76.322254,43.162606,-76.276329,43.205707}"
2020,3660455,place,"Radisson, NY",-76.2991746,43.1824558,"{-76.322254,43.162606,-76.276329,43.205707}"
2020,3660576,place,"Randolph, NY",-78.9796899,42.1622897,"{-79.001145,42.150099,-78.956435,42.17301}"
2020,3660576,place,"Randolph, NY",-78.9796899,42.1622897,"{-79.001145,42.150099,-78.956435,42.17301}"
2020,3660598,place,"Ransomville, NY",-78.9128628,43.2396237,"{-78.937817,43.220098,-78.89029,43.26395}"
2020,3660598,place,"Ransomville, NY",-78.9128628,43.2396237,"{-78.937817,43.220098,-78.89029,43.26395}"
2020,3660609,place,"Rapids, NY",-78.6440651,43.0976261,"{-78.667223,43.080589,-78.617572,43.110858}"
2020,3660609,place,"Rapids, NY",-78.6440651,43.0976261,"{-78.667223,43.080589,-78.617572,43.110858}"
2020,3660675,place,"Ravena, NY",-73.8112139,42.4755465,"{-73.827176,42.461179,-73.79956,42.502476}"
2020,3660675,place,"Ravena, NY",-73.8112139,42.4755465,"{-73.827176,42.461179,-73.79956,42.502476}"
2020,3660829,place,"Red Creek, NY",-76.7228518,43.247903,"{-76.732013,43.241163,-76.712825,43.256543}"
2020,3660829,place,"Red Creek, NY",-76.7228518,43.247903,"{-76.732013,43.241163,-76.712825,43.256543}"
2020,3660884,place,"Redford, NY",-73.8089051,44.6064973,"{-73.838943,44.594889,-73.779574,44.623708}"
2020,3660884,place,"Redford, NY",-73.8089051,44.6064973,"{-73.838943,44.594889,-73.779574,44.623708}"
2020,3660895,place,"Red Hook, NY",-73.8765115,41.9957853,"{-73.888089,41.9865,-73.86489,42.004358}"
2020,3660895,place,"Red Hook, NY",-73.8765115,41.9957853,"{-73.888089,41.9865,-73.86489,42.004358}"
2020,3660983,place,"Red Oaks Mill, NY",-73.8734435,41.6509593,"{-73.895016,41.636933,-73.854842,41.667358}"
2020,3660983,place,"Red Oaks Mill, NY",-73.8734435,41.6509593,"{-73.895016,41.636933,-73.854842,41.667358}"
2020,3661016,place,"Redwood, NY",-75.8078802,44.2981884,"{-75.832328,44.286078,-75.781355,44.321003}"
2020,3661016,place,"Redwood, NY",-75.8078802,44.2981884,"{-75.832328,44.286078,-75.781355,44.321003}"
2020,3661115,place,"Remsen, NY",-75.1869927,43.3282165,"{-75.192583,43.321628,-75.18178,43.335149}"
2020,3661115,place,"Remsen, NY",-75.1869927,43.3282165,"{-75.192583,43.321628,-75.18178,43.335149}"
2020,3661142,place,"Remsenburg-Speonk, NY",-72.705765,40.8162326,"{-72.728471,40.796707,-72.689932,40.847697}"
2020,3661142,place,"Remsenburg-Speonk, NY",-72.705765,40.8162326,"{-72.728471,40.796707,-72.689932,40.847697}"
2020,3661148,place,"Rensselaer, NY",-73.7325135,42.64574,"{-73.759565,42.614178,-73.702388,42.670179}"
2020,3661148,place,"Rensselaer, NY",-73.7325135,42.64574,"{-73.759565,42.614178,-73.702388,42.670179}"
2020,3661159,place,"Rensselaer Falls, NY",-75.3197948,44.5907701,"{-75.327713,44.585387,-75.310909,44.596409}"
2020,3661159,place,"Rensselaer Falls, NY",-75.3197948,44.5907701,"{-75.327713,44.585387,-75.310909,44.596409}"
2020,3661236,place,"Retsof, NY",-77.8757479,42.8324357,"{-77.885628,42.82734,-77.867495,42.837221}"
2020,3661236,place,"Retsof, NY",-77.8757479,42.8324357,"{-77.885628,42.82734,-77.867495,42.837221}"
2020,3661346,place,"Rhinebeck, NY",-73.9102837,41.928804,"{-73.921204,41.91853,-73.896729,41.939692}"
2020,3661346,place,"Rhinebeck, NY",-73.9102837,41.928804,"{-73.921204,41.91853,-73.896729,41.939692}"
2020,3661368,place,"Rhinecliff, NY",-73.9410581,41.9243685,"{-73.955082,41.911901,-73.935896,41.93638}"
2020,3661368,place,"Rhinecliff, NY",-73.9410581,41.9243685,"{-73.955082,41.911901,-73.935896,41.93638}"
2020,3661434,place,"Richburg, NY",-78.1565122,42.0887648,"{-78.16783,42.080443,-78.146381,42.097537}"
2020,3661434,place,"Richburg, NY",-78.1565122,42.0887648,"{-78.16783,42.080443,-78.146381,42.097537}"
2020,3661489,place,"Richfield Springs, NY",-74.9862273,42.8537027,"{-75.000309,42.844163,-74.971247,42.863357}"
2020,3661489,place,"Richfield Springs, NY",-74.9862273,42.8537027,"{-75.000309,42.844163,-74.971247,42.863357}"
2020,3661588,place,"Richmondville, NY",-74.5628208,42.6334549,"{-74.581684,42.621471,-74.54688,42.645434}"
2020,3661588,place,"Richmondville, NY",-74.5628208,42.6334549,"{-74.581684,42.621471,-74.54688,42.645434}"
2020,3661621,place,"Richville, NY",-75.3924536,44.4150698,"{-75.403618,44.406204,-75.381768,44.424013}"
2020,3661621,place,"Richville, NY",-75.3924536,44.4150698,"{-75.403618,44.406204,-75.381768,44.424013}"
2020,3661665,place,"Ridge, NY",-72.88588,40.903814,"{-72.928701,40.86544,-72.839642,40.944226}"
2020,3661665,place,"Ridge, NY",-72.88588,40.903814,"{-72.928701,40.86544,-72.839642,40.944226}"
2020,3661797,place,"Rifton, NY",-74.0379537,41.8296672,"{-74.047653,41.817685,-74.026184,41.850279}"
2020,3661797,place,"Rifton, NY",-74.0379537,41.8296672,"{-74.047653,41.817685,-74.026184,41.850279}"
2020,3661874,place,"Ripley, NY",-79.7123019,42.2656865,"{-79.727397,42.252525,-79.699537,42.27712}"
2020,3661874,place,"Ripley, NY",-79.7123019,42.2656865,"{-79.727397,42.252525,-79.699537,42.27712}"
2020,3661973,place,"Riverhead, NY",-72.6760563,40.9513151,"{-72.727995,40.913562,-72.613296,40.988357}"
2020,3661973,place,"Riverhead, NY",-72.6760563,40.9513151,"{-72.727995,40.913562,-72.613296,40.988357}"
2020,3662061,place,"Riverside, NY",-77.079167,42.1560324,"{-77.084987,42.150045,-77.074502,42.160793}"
2020,3662061,place,"Riverside, NY",-77.079167,42.1560324,"{-77.084987,42.150045,-77.074502,42.160793}"
2020,3662066,place,"Riverside, NY",-72.6717186,40.9050866,"{-72.703359,40.891275,-72.638945,40.917955}"
2020,3662066,place,"Riverside, NY",-72.6717186,40.9050866,"{-72.703359,40.891275,-72.638945,40.917955}"
2020,3663000,place,"Rochester, NY",-77.6168907,43.1699272,"{-77.701632,43.103307,-77.531166,43.269045}"
2020,3663000,place,"Rochester, NY",-77.6168907,43.1699272,"{-77.701632,43.103307,-77.531166,43.269045}"
2020,3663014,place,"Rochester Institute of Technology, NY",-77.6727765,43.0847456,"{-77.688966,43.071962,-77.651841,43.093152}"
2020,3663014,place,"Rochester Institute of Technology, NY",-77.6727765,43.0847456,"{-77.688966,43.071962,-77.651841,43.093152}"
2020,3663132,place,"Rock Hill, NY",-74.5898177,41.6188818,"{-74.629613,41.576117,-74.552102,41.647274}"
2020,3663132,place,"Rock Hill, NY",-74.5898177,41.6188818,"{-74.629613,41.576117,-74.552102,41.647274}"
2020,3663264,place,"Rockville Centre, NY",-73.6380479,40.6640241,"{-73.658684,40.647223,-73.617594,40.690029}"
2020,3663264,place,"Rockville Centre, NY",-73.6380479,40.6640241,"{-73.658684,40.647223,-73.617594,40.690029}"
2020,3663319,place,"Rocky Point, NY",-72.9363005,40.9398248,"{-72.969434,40.904895,-72.902905,40.974805}"
2020,3663319,place,"Rocky Point, NY",-72.9363005,40.9398248,"{-72.969434,40.904895,-72.902905,40.974805}"
2020,3663330,place,"Rodman, NY",-75.942085,43.8516565,"{-75.951523,43.847531,-75.933561,43.855255}"
2020,3663330,place,"Rodman, NY",-75.942085,43.8516565,"{-75.951523,43.847531,-75.933561,43.855255}"
2020,3663363,place,"Roessleville, NY",-73.79548,42.6968991,"{-73.832925,42.676379,-73.758806,42.715616}"
2020,3663363,place,"Roessleville, NY",-73.79548,42.6968991,"{-73.832925,42.676379,-73.758806,42.715616}"
2020,3663418,place,"Rome, NY",-75.4895228,43.2260019,"{-75.667017,43.168892,-75.340914,43.281523}"
2020,3663418,place,"Rome, NY",-75.4895228,43.2260019,"{-75.667017,43.168892,-75.340914,43.281523}"
2020,3663429,place,"Romulus, NY",-76.835069,42.7517985,"{-76.842422,42.743448,-76.82469,42.760269}"
2020,3663429,place,"Romulus, NY",-76.835069,42.7517985,"{-76.842422,42.743448,-76.82469,42.760269}"
2020,3663473,place,"Ronkonkoma, NY",-73.1245483,40.8035287,"{-73.171415,40.781996,-73.084172,40.832977}"
2020,3663473,place,"Ronkonkoma, NY",-73.1245483,40.8035287,"{-73.171415,40.781996,-73.084172,40.832977}"
2020,3663506,place,"Roosevelt, NY",-73.5833723,40.6794219,"{-73.600263,40.665229,-73.56858,40.691261}"
2020,3663506,place,"Roosevelt, NY",-73.5833723,40.6794219,"{-73.600263,40.665229,-73.56858,40.691261}"
2020,3663583,place,"Roscoe, NY",-74.9130621,41.940674,"{-74.923359,41.925216,-74.899791,41.959011}"
2020,3663583,place,"Roscoe, NY",-74.9130621,41.940674,"{-74.923359,41.925216,-74.899791,41.959011}"
2020,3663725,place,"Rosendale, NY",-74.0735788,41.849081,"{-74.088664,41.830716,-74.056948,41.868775}"
2020,3663725,place,"Rosendale, NY",-74.0735788,41.849081,"{-74.088664,41.830716,-74.056948,41.868775}"
2020,3663770,place,"Roslyn, NY",-73.650424,40.7998156,"{-73.659237,40.791322,-73.636386,40.807103}"
2020,3663770,place,"Roslyn, NY",-73.650424,40.7998156,"{-73.659237,40.791322,-73.636386,40.807103}"
2020,3663792,place,"Roslyn Estates, NY",-73.6612166,40.7936723,"{-73.669024,40.787521,-73.653114,40.799753}"
2020,3663792,place,"Roslyn Estates, NY",-73.6612166,40.7936723,"{-73.669024,40.787521,-73.653114,40.799753}"
2020,3663803,place,"Roslyn Harbor, NY",-73.640582,40.8112337,"{-73.649605,40.804754,-73.622017,40.828406}"
2020,3663803,place,"Roslyn Harbor, NY",-73.640582,40.8112337,"{-73.649605,40.804754,-73.622017,40.828406}"
2020,3663814,place,"Roslyn Heights, NY",-73.6395933,40.7787458,"{-73.657881,40.759635,-73.623794,40.793456}"
2020,3663814,place,"Roslyn Heights, NY",-73.6395933,40.7787458,"{-73.657881,40.759635,-73.623794,40.793456}"
2020,3663924,place,"Rotterdam, NY",-73.9601421,42.7793525,"{-74.016279,42.759451,-73.906785,42.801687}"
2020,3663924,place,"Rotterdam, NY",-73.9601421,42.7793525,"{-74.016279,42.759451,-73.906785,42.801687}"
2020,3663957,place,"Round Lake, NY",-73.7956687,42.9376685,"{-73.80522,42.925965,-73.783164,42.949615}"
2020,3663957,place,"Round Lake, NY",-73.7956687,42.9376685,"{-73.80522,42.925965,-73.783164,42.949615}"
2020,3663968,place,"Round Top, NY",-74.0313109,42.2606746,"{-74.066614,42.234052,-73.985843,42.283868}"
2020,3663968,place,"Round Top, NY",-74.0313109,42.2606746,"{-74.066614,42.234052,-73.985843,42.283868}"
2020,3663979,place,"Rouses Point, NY",-73.36368,44.9912476,"{-73.379547,44.973155,-73.343178,45.010713}"
2020,3663979,place,"Rouses Point, NY",-73.36368,44.9912476,"{-73.379547,44.973155,-73.343178,45.010713}"
2020,3664056,place,"Ruby, NY",-74.009376,42.0142936,"{-74.025155,41.993569,-73.99754,42.027758}"
2020,3664056,place,"Ruby, NY",-74.009376,42.0142936,"{-74.025155,41.993569,-73.99754,42.027758}"
2020,3664155,place,"Rushford, NY",-78.252645,42.3892534,"{-78.260876,42.381341,-78.243618,42.397962}"
2020,3664155,place,"Rushford, NY",-78.252645,42.3892534,"{-78.260876,42.381341,-78.243618,42.397962}"
2020,3664199,place,"Rushville, NY",-77.2280116,42.7612313,"{-77.235443,42.750773,-77.221295,42.768419}"
2020,3664199,place,"Rushville, NY",-77.2280116,42.7612313,"{-77.235443,42.750773,-77.221295,42.768419}"
2020,3664232,place,"Russell Gardens, NY",-73.7254514,40.7808917,"{-73.730715,40.77668,-73.719051,40.784665}"
2020,3664232,place,"Russell Gardens, NY",-73.7254514,40.7808917,"{-73.730715,40.77668,-73.719051,40.784665}"
2020,3664309,place,"Rye, NY",-73.6863743,40.9447383,"{-73.715811,40.894173,-73.612885,40.997859}"
2020,3664309,place,"Rye, NY",-73.6863743,40.9447383,"{-73.715811,40.894173,-73.612885,40.997859}"
2020,3664325,place,"Rye Brook, NY",-73.6863545,41.0300033,"{-73.706643,40.994674,-73.666421,41.074071}"
2020,3664325,place,"Rye Brook, NY",-73.6863545,41.0300033,"{-73.706643,40.994674,-73.666421,41.074071}"
2020,3664408,place,"Sackets Harbor, NY",-76.112906,43.9382517,"{-76.147676,43.929814,-76.096871,43.9563}"
2020,3664408,place,"Sackets Harbor, NY",-76.112906,43.9382517,"{-76.147676,43.929814,-76.096871,43.9563}"
2020,3664430,place,"Saddle Rock, NY",-73.7492781,40.7943798,"{-73.754042,40.789574,-73.742918,40.80002}"
2020,3664430,place,"Saddle Rock, NY",-73.7492781,40.7943798,"{-73.754042,40.789574,-73.742918,40.80002}"
2020,3664441,place,"Saddle Rock Estates, NY",-73.7414994,40.7939491,"{-73.74455,40.790732,-73.737776,40.796547}"
2020,3664441,place,"Saddle Rock Estates, NY",-73.7414994,40.7939491,"{-73.74455,40.790732,-73.737776,40.796547}"
2020,3664452,place,"Sagaponack, NY",-72.2687188,40.9308947,"{-72.295059,40.906215,-72.245695,40.953081}"
2020,3664452,place,"Sagaponack, NY",-72.2687188,40.9308947,"{-72.295059,40.906215,-72.245695,40.953081}"
2020,3664485,place,"Sag Harbor, NY",-72.2896461,40.9965641,"{-72.31546,40.985137,-72.266269,41.010853}"
2020,3664485,place,"Sag Harbor, NY",-72.2896461,40.9965641,"{-72.31546,40.985137,-72.266269,41.010853}"
2020,3664551,place,"St. Bonaventure, NY",-78.4741932,42.0794217,"{-78.492229,42.065953,-78.463196,42.095502}"
2020,3664551,place,"St. Bonaventure, NY",-78.4741932,42.0794217,"{-78.492229,42.065953,-78.463196,42.095502}"
2020,3664584,place,"St. James, NY",-73.152102,40.8764025,"{-73.176625,40.855136,-73.129597,40.908562}"
2020,3664584,place,"St. James, NY",-73.152102,40.8764025,"{-73.176625,40.855136,-73.129597,40.908562}"
2020,3664606,place,"St. John Fisher College, NY",-77.5107466,43.1142758,"{-77.518145,43.107271,-77.506463,43.119315}"
2020,3664606,place,"St. John Fisher College, NY",-77.5107466,43.1142758,"{-77.518145,43.107271,-77.506463,43.119315}"
2020,3664639,place,"St. Johnsville, NY",-74.6759601,43.0006376,"{-74.691834,42.993892,-74.665468,43.014936}"
2020,3664639,place,"St. Johnsville, NY",-74.6759601,43.0006376,"{-74.691834,42.993892,-74.665468,43.014936}"
2020,3664716,place,"St. Regis Falls, NY",-74.5309509,44.6763847,"{-74.555578,44.669594,-74.509873,44.682136}"
2020,3664716,place,"St. Regis Falls, NY",-74.5309509,44.6763847,"{-74.555578,44.669594,-74.509873,44.682136}"
2020,3664749,place,"Salamanca, NY",-78.7412627,42.1647336,"{-78.762383,42.143656,-78.682991,42.195541}"
2020,3664749,place,"Salamanca, NY",-78.7412627,42.1647336,"{-78.762383,42.143656,-78.682991,42.195541}"
2020,3664771,place,"Salem, NY",-73.3266167,43.1726666,"{-73.347603,43.155268,-73.303409,43.186708}"
2020,3664771,place,"Salem, NY",-73.3266167,43.1726666,"{-73.347603,43.155268,-73.303409,43.186708}"
2020,3664842,place,"Salisbury, NY",-73.5603303,40.7458222,"{-73.579641,40.733793,-73.542955,40.756678}"
2020,3664842,place,"Salisbury, NY",-73.5603303,40.7458222,"{-73.579641,40.733793,-73.542955,40.756678}"
2020,3664848,place,"Salisbury Center, NY",-74.7758511,43.1416582,"{-74.8026,43.132316,-74.762216,43.149889}"
2020,3664848,place,"Salisbury Center, NY",-74.7758511,43.1416582,"{-74.8026,43.132316,-74.762216,43.149889}"
2020,3664859,place,"Salisbury Mills, NY",-74.1062737,41.4323227,"{-74.126609,41.425622,-74.098599,41.435765}"
2020,3664859,place,"Salisbury Mills, NY",-74.1062737,41.4323227,"{-74.126609,41.425622,-74.098599,41.435765}"
2020,3664881,place,"Saltaire, NY",-73.1947175,40.6380715,"{-73.201861,40.634282,-73.187835,40.643109}"
2020,3664881,place,"Saltaire, NY",-73.1947175,40.6380715,"{-73.201861,40.634282,-73.187835,40.643109}"
2020,3664892,place,"Salt Point, NY",-73.7880223,41.8078012,"{-73.799975,41.797277,-73.777223,41.812177}"
2020,3664892,place,"Salt Point, NY",-73.7880223,41.8078012,"{-73.799975,41.797277,-73.777223,41.812177}"
2020,3664958,place,"Sanborn, NY",-78.877748,43.1450537,"{-78.897264,43.132166,-78.855113,43.155053}"
2020,3664958,place,"Sanborn, NY",-78.877748,43.1450537,"{-78.897264,43.132166,-78.855113,43.155053}"
2020,3665024,place,"Sand Ridge, NY",-76.230166,43.2555322,"{-76.258481,43.233594,-76.203936,43.269575}"
2020,3665024,place,"Sand Ridge, NY",-76.230166,43.2555322,"{-76.258481,43.233594,-76.203936,43.269575}"
2020,3665035,place,"Sands Point, NY",-73.7035856,40.8534295,"{-73.740688,40.83287,-73.665138,40.873273}"
2020,3665035,place,"Sands Point, NY",-73.7035856,40.8534295,"{-73.740688,40.83287,-73.665138,40.873273}"
2020,3665068,place,"Sandy Creek, NY",-76.0863342,43.6433731,"{-76.09712,43.633271,-76.07586,43.653376}"
2020,3665068,place,"Sandy Creek, NY",-76.0863342,43.6433731,"{-76.09712,43.633271,-76.07586,43.653376}"
2020,3665233,place,"Saranac Lake, NY",-74.1309291,44.3259424,"{-74.15684,44.306992,-74.109477,44.349265}"
2020,3665233,place,"Saranac Lake, NY",-74.1309291,44.3259424,"{-74.15684,44.306992,-74.109477,44.349265}"
2020,3665255,place,"Saratoga Springs, NY",-73.7781421,43.0677039,"{-73.848813,43.015402,-73.695023,43.107882}"
2020,3665255,place,"Saratoga Springs, NY",-73.7781421,43.0677039,"{-73.848813,43.015402,-73.695023,43.107882}"
2020,3665288,place,"Saugerties, NY",-73.9418533,42.0741879,"{-73.971314,42.063384,-73.926186,42.088954}"
2020,3665288,place,"Saugerties, NY",-73.9418533,42.0741879,"{-73.971314,42.063384,-73.926186,42.088954}"
2020,3665310,place,"Saugerties South, NY",-73.9524663,42.0617827,"{-73.967618,42.052304,-73.928202,42.072951}"
2020,3665310,place,"Saugerties South, NY",-73.9524663,42.0617827,"{-73.967618,42.052304,-73.928202,42.072951}"
2020,3665332,place,"Savannah, NY",-76.7595427,43.0667095,"{-76.776425,43.056777,-76.7461,43.073565}"
2020,3665332,place,"Savannah, NY",-76.7595427,43.0667095,"{-76.776425,43.056777,-76.7461,43.073565}"
2020,3665354,place,"Savona, NY",-77.2236497,42.2830737,"{-77.238517,42.27241,-77.207839,42.292159}"
2020,3665354,place,"Savona, NY",-77.2236497,42.2830737,"{-77.238517,42.27241,-77.207839,42.292159}"
2020,3665409,place,"Sayville, NY",-73.0852315,40.7475875,"{-73.113171,40.720355,-73.059362,40.769309}"
2020,3665409,place,"Sayville, NY",-73.0852315,40.7475875,"{-73.113171,40.720355,-73.059362,40.769309}"
2020,3665431,place,"Scarsdale, NY",-73.7772011,40.9936138,"{-73.810695,40.955861,-73.744517,41.021835}"
2020,3665431,place,"Scarsdale, NY",-73.7772011,40.9936138,"{-73.810695,40.955861,-73.744517,41.021835}"
2020,3665475,place,"Schaghticoke, NY",-73.5895999,42.9014274,"{-73.60069,42.889991,-73.57602,42.90749}"
2020,3665475,place,"Schaghticoke, NY",-73.5895999,42.9014274,"{-73.60069,42.889991,-73.57602,42.90749}"
2020,3665508,place,"Schenectady, NY",-73.9271999,42.8026407,"{-73.983245,42.763432,-73.893042,42.843697}"
2020,3665508,place,"Schenectady, NY",-73.9271999,42.8026407,"{-73.983245,42.763432,-73.893042,42.843697}"
2020,3665519,place,"Schenevus, NY",-74.8269319,42.5496731,"{-74.841974,42.540883,-74.813247,42.559788}"
2020,3665519,place,"Schenevus, NY",-74.8269319,42.5496731,"{-74.841974,42.540883,-74.813247,42.559788}"
2020,3665585,place,"Schoharie, NY",-74.3133042,42.6666303,"{-74.330138,42.652193,-74.298886,42.679723}"
2020,3665585,place,"Schoharie, NY",-74.3133042,42.6666303,"{-74.330138,42.652193,-74.298886,42.679723}"
2020,3665640,place,"Schroon Lake, NY",-73.7669186,43.8350632,"{-73.785594,43.806886,-73.73681,43.862751}"
2020,3665640,place,"Schroon Lake, NY",-73.7669186,43.8350632,"{-73.785594,43.806886,-73.73681,43.862751}"
2020,3665739,place,"Schuyler Lake, NY",-75.0335163,42.7786467,"{-75.065454,42.7589,-75.011984,42.797569}"
2020,3665739,place,"Schuyler Lake, NY",-75.0335163,42.7786467,"{-75.065454,42.7589,-75.011984,42.797569}"
2020,3665750,place,"Schuylerville, NY",-73.5812426,43.1009767,"{-73.592608,43.094259,-73.573342,43.108612}"
2020,3665750,place,"Schuylerville, NY",-73.5812426,43.1009767,"{-73.592608,43.094259,-73.573342,43.108612}"
2020,3665761,place,"Scio, NY",-77.9795081,42.1732122,"{-77.993145,42.16215,-77.964898,42.182716}"
2020,3665761,place,"Scio, NY",-77.9795081,42.1732122,"{-77.993145,42.16215,-77.964898,42.182716}"
2020,3665882,place,"Scotchtown, NY",-74.365358,41.4761851,"{-74.391484,41.4573,-74.332522,41.499526}"
2020,3665882,place,"Scotchtown, NY",-74.365358,41.4761851,"{-74.391484,41.4573,-74.332522,41.499526}"
2020,3665893,place,"Scotia, NY",-73.9604019,42.8320136,"{-73.978768,42.820785,-73.943053,42.853219}"
2020,3665893,place,"Scotia, NY",-73.9604019,42.8320136,"{-73.978768,42.820785,-73.943053,42.853219}"
2020,3665926,place,"Scottsburg, NY",-77.7123067,42.6638234,"{-77.719411,42.660824,-77.70495,42.668756}"
2020,3665926,place,"Scottsburg, NY",-77.7123067,42.6638234,"{-77.719411,42.660824,-77.70495,42.668756}"
2020,3665948,place,"Scotts Corners, NY",-73.5560686,41.1888766,"{-73.571735,41.175255,-73.535884,41.19936}"
2020,3665948,place,"Scotts Corners, NY",-73.5560686,41.1888766,"{-73.571735,41.175255,-73.535884,41.19936}"
2020,3665959,place,"Scottsville, NY",-77.7533775,43.0222765,"{-77.771483,43.009011,-77.737655,43.031466}"
2020,3665959,place,"Scottsville, NY",-77.7533775,43.0222765,"{-77.771483,43.009011,-77.737655,43.031466}"
2020,3666047,place,"Sea Cliff, NY",-73.6504304,40.8461577,"{-73.671073,40.8345,-73.632503,40.859299}"
2020,3666047,place,"Sea Cliff, NY",-73.6504304,40.8461577,"{-73.671073,40.8345,-73.632503,40.859299}"
2020,3666058,place,"Seaford, NY",-73.4926403,40.66624,"{-73.50681,40.644915,-73.481069,40.691287}"
2020,3666058,place,"Seaford, NY",-73.4926403,40.66624,"{-73.50681,40.644915,-73.481069,40.691287}"
2020,3666102,place,"Searingtown, NY",-73.6603347,40.7704698,"{-73.670837,40.759876,-73.64952,40.781647}"
2020,3666102,place,"Searingtown, NY",-73.6603347,40.7704698,"{-73.670837,40.759876,-73.64952,40.781647}"
2020,3666212,place,"Selden, NY",-73.0466151,40.8714443,"{-73.061739,40.840011,-73.026704,40.903209}"
2020,3666212,place,"Selden, NY",-73.0466151,40.8714443,"{-73.061739,40.840011,-73.026704,40.903209}"
2020,3666322,place,"Seneca Falls, NY",-76.7970581,42.9116065,"{-76.820338,42.887257,-76.77145,42.9318}"
2020,3666322,place,"Seneca Falls, NY",-76.7970581,42.9116065,"{-76.820338,42.887257,-76.77145,42.9318}"
2020,3666366,place,"Seneca Knolls, NY",-76.2873096,43.1200898,"{-76.301964,43.1116,-76.269793,43.131259}"
2020,3666366,place,"Seneca Knolls, NY",-76.2873096,43.1200898,"{-76.301964,43.1116,-76.269793,43.131259}"
2020,3666465,place,"Setauket, NY",-73.1150852,40.9488587,"{-73.130214,40.922123,-73.098218,40.971411}"
2020,3666465,place,"Setauket, NY",-73.1150852,40.9488587,"{-73.130214,40.922123,-73.098218,40.971411}"
2020,3666663,place,"Sharon Springs, NY",-74.612835,42.7930065,"{-74.632615,42.783068,-74.592327,42.805068}"
2020,3666663,place,"Sharon Springs, NY",-74.612835,42.7930065,"{-74.632615,42.783068,-74.592327,42.805068}"
2020,3666828,place,"Shelter Island, NY",-72.2971288,41.0553199,"{-72.355856,41.015765,-72.264415,41.088642}"
2020,3666828,place,"Shelter Island, NY",-72.2971288,41.0553199,"{-72.355856,41.015765,-72.264415,41.088642}"
2020,3666850,place,"Shelter Island Heights, NY",-72.3603838,41.0554731,"{-72.391416,41.03249,-72.264069,41.115323}"
2020,3666850,place,"Shelter Island Heights, NY",-72.3603838,41.0554731,"{-72.391416,41.03249,-72.264069,41.115323}"
2020,3666872,place,"Shenorock, NY",-73.7406017,41.3309593,"{-73.751783,41.318253,-73.728031,41.337967}"
2020,3666872,place,"Shenorock, NY",-73.7406017,41.3309593,"{-73.751783,41.318253,-73.728031,41.337967}"
2020,3666883,place,"Sherburne, NY",-75.496499,42.6806479,"{-75.511597,42.670489,-75.484632,42.691322}"
2020,3666883,place,"Sherburne, NY",-75.496499,42.6806479,"{-75.511597,42.670489,-75.484632,42.691322}"
2020,3666949,place,"Sherman, NY",-79.5942526,42.1592335,"{-79.604054,42.150886,-79.584099,42.165657}"
2020,3666949,place,"Sherman, NY",-79.5942526,42.1592335,"{-79.604054,42.150886,-79.584099,42.165657}"
2020,3666993,place,"Sherrill, NY",-75.5992157,43.0704387,"{-75.622213,43.053697,-75.579723,43.082867}"
2020,3666993,place,"Sherrill, NY",-75.5992157,43.0704387,"{-75.622213,43.053697,-75.579723,43.082867}"
2020,3667048,place,"Shinnecock Hills, NY",-72.4527507,40.8886117,"{-72.483915,40.874947,-72.415168,40.898164}"
2020,3667048,place,"Shinnecock Hills, NY",-72.4527507,40.8886117,"{-72.483915,40.874947,-72.415168,40.898164}"
2020,3667070,place,"Shirley, NY",-72.8759113,40.7936022,"{-72.906554,40.735746,-72.848248,40.850966}"
2020,3667070,place,"Shirley, NY",-72.8759113,40.7936022,"{-72.906554,40.735746,-72.848248,40.850966}"
2020,3667081,place,"Shokan, NY",-74.2129624,41.9809145,"{-74.249907,41.966916,-74.17655,41.995592}"
2020,3667081,place,"Shokan, NY",-74.2129624,41.9809145,"{-74.249907,41.966916,-74.17655,41.995592}"
2020,3667191,place,"Shoreham, NY",-72.9070537,40.957097,"{-72.913917,40.947383,-72.898618,40.962787}"
2020,3667191,place,"Shoreham, NY",-72.9070537,40.957097,"{-72.913917,40.947383,-72.898618,40.962787}"
2020,3667207,place,"Shorehaven, NY",-73.6641338,41.5606975,"{-73.675548,41.532939,-73.650654,41.575346}"
2020,3667207,place,"Shorehaven, NY",-73.6641338,41.5606975,"{-73.675548,41.532939,-73.650654,41.575346}"
2020,3667257,place,"Shortsville, NY",-77.2226322,42.9556453,"{-77.236665,42.949883,-77.21079,42.961835}"
